Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps
165,100,0,2,100,100,0,0,102,394,100,100,0.0359852657,44.4223267811,50.0000000000,15.8403137823,1.0000000000,0.8816000000,226.8602540835
166,100,0,2,100,100,0,0,102,394,100,100,0.0379029186,44.3844238625,50.0000000000,15.8403348459,1.0000000000,0.8816000000,226.8602540835
167,100,0,3,100,100,0,0,103,491,100,100,0.0301123241,44.3543115384,33.3333333333,15.7602033268,1.0000000000,0.8824000000,226.6545784225
168,100,0,5,100,100,0,0,105,685,100,100,0.0310112067,44.3233003317,20.0000000000,15.6001937472,1.0000000000,0.8840000000,226.2443438914
169,100,0,11,100,100,0,0,108,1267,100,100,0.0364746602,44.2868256715,9.0909090909,15.1201759101,1.0000000000,0.8864000000,225.6317689531
170,100,0,2,100,100,0,0,102,394,100,100,0.0314066696,44.2554190020,50.0000000000,15.8402251223,1.0000000000,0.8816000000,226.8602540835
171,100,0,2,100,100,0,0,102,394,100,100,0.0343255072,44.2210934948,50.0000000000,15.8403061660,1.0000000000,0.8816000000,226.8602540835
172,100,0,2,100,100,0,0,102,394,100,100,0.0334064873,44.1876870075,50.0000000000,15.8402834205,1.0000000000,0.8816000000,226.8602540835
173,100,0,2,100,100,0,0,102,394,100,100,0.0325212703,44.1551657372,50.0000000000,15.8402586949,1.0000000000,0.8816000000,226.8602540835
174,100,0,2,100,100,0,0,102,394,100,100,0.0345108161,44.1206549211,50.0000000000,15.8403065968,1.0000000000,0.8816000000,226.8602540835
175,100,0,4,100,100,0,0,104,588,100,100,0.0363465568,44.0843083643,25.0000000000,15.6802950935,1.0000000000,0.8832000000,226.4492753623
176,100,0,4,100,100,0,0,104,588,100,100,0.0338119761,44.0504963883,25.0000000000,15.6802895525,1.0000000000,0.8832000000,226.4492753623
177,100,0,6,100,100,0,0,106,782,100,100,0.0339405710,44.0165558172,16.6666666667,15.5202447381,1.0000000000,0.8848000000,226.0397830018
178,100,0,4,100,100,0,0,104,588,100,100,0.0360966806,43.9804591366,25.0000000000,15.6802796005,1.0000000000,0.8832000000,226.4492753623
179,100,0,20,100,100,0,0,118,2140,100,100,0.0450302499,43.9354288867,5.0000000000,14.4001665669,1.0000000000,0.8944000000,223.6135957066
